Order ID,Order Date,Order Day,Order Month,Order Year,Ship Date,Ship Time in Days,Ship Mode,Customer ID,Customer Name,Segment,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,COGS,Unit Price,Discount Amount,Profit Margin,Discount (B),Is New Customer,Column 29
CA-2015-102722,4/18/2015,Saturday,April,2015,4/19/2015,1,First Class,KW-16570,Kelly Williams,Consumer,Monroe,Louisiana,South,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,106.50,6,0.00,41.54,64.97,17.75,0.00,0.39,No,No,
US-2015-134271,4/18/2015,Saturday,April,2015,4/23/2015,5,Second Class,RF-19735,Roland Fjeld,Consumer,New York City,New York,East,OFF-LA-10004093,Office Supplies,Labels,Avery 486,21.93,3,0.00,10.31,11.62,7.31,0.00,0.47,No,No,
CA-2015-142601,4/18/2015,Saturday,April,2015,4/20/2015,2,Second Class,DE-13255,Deanra Eno,Home Office,Los Angeles,California,West,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",947.17,7,0.00,9.47,937.70,135.31,0.00,0.01,No,No,
CA-2015-142601,4/18/2015,Saturday,April,2015,4/20/2015,2,Second Class,DE-13255,Deanra Eno,Home Office,Los Angeles,California,West,OFF-PA-10000483,Office Supplies,Paper,Xerox 19,61.96,2,0.00,27.88,34.08,30.98,0.00,0.45,No,No,
US-2015-113593,4/18/2015,Saturday,April,2015,4/20/2015,2,First Class,NC-18415,Nathan Cano,Consumer,Santa Maria,California,West,OFF-ST-10000532,Office Supplies,Storage,Advantus Rolling Drawer Organizers,115.44,3,0.00,30.01,85.43,38.48,0.00,0.26,No,No,
US-2015-163433,4/18/2015,Saturday,April,2015,4/22/2015,4,Second Class,MP-17965,Michael Paige,Corporate,Mcallen,Texas,Central,TEC-AC-10003590,Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",41.42,2,0.20,8.28,24.85,20.71,8.28,0.20,Yes,Yes,
US-2015-163433,4/18/2015,Saturday,April,2015,4/22/2015,4,Second Class,MP-17965,Michael Paige,Corporate,Mcallen,Texas,Central,TEC-PH-10003357,Technology,Phones,Grandstream GXP2100 Mainstream Business Phone,244.77,4,0.20,24.48,171.34,61.19,48.95,0.10,Yes,Yes,
US-2015-163433,4/18/2015,Saturday,April,2015,4/22/2015,4,Second Class,MP-17965,Michael Paige,Corporate,Mcallen,Texas,Central,OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",74.35,3,0.20,6.51,52.98,24.78,14.87,0.09,Yes,Yes,
US-2015-163433,4/18/2015,Saturday,April,2015,4/22/2015,4,Second Class,MP-17965,Michael Paige,Corporate,Mcallen,Texas,Central,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",4.31,2,0.80,-6.90,7.76,2.16,3.45,-1.60,Yes,Yes,
US-2015-163433,4/18/2015,Saturday,April,2015,4/22/2015,4,Second Class,MP-17965,Michael Paige,Corporate,Mcallen,Texas,Central,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",56.69,1,0.30,-20.25,59.93,56.69,17.01,-0.36,Yes,Yes,
US-2015-163433,4/18/2015,Saturday,April,2015,4/22/2015,4,Second Class,MP-17965,Michael Paige,Corporate,Mcallen,Texas,Central,TEC-PH-10001870,Technology,Phones,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,97.97,2,0.20,6.12,72.25,48.98,19.59,0.06,Yes,Yes,
US-2015-163433,4/18/2015,Saturday,April,2015,4/22/2015,4,Second Class,MP-17965,Michael Paige,Corporate,Mcallen,Texas,Central,OFF-AR-10003481,Office Supplies,Art,Newell 348,7.87,3,0.20,0.89,5.41,2.62,1.57,0.11,Yes,Yes,
US-2015-163433,4/18/2015,Saturday,April,2015,4/22/2015,4,Second Class,MP-17965,Michael Paige,Corporate,Mcallen,Texas,Central,OFF-PA-10003936,Office Supplies,Paper,Xerox 1994,15.55,3,0.20,5.44,7.00,5.18,3.11,0.35,Yes,Yes,
US-2015-163433,4/18/2015,Saturday,April,2015,4/22/2015,4,Second Class,MP-17965,Michael Paige,Corporate,Mcallen,Texas,Central,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,1.48,1,0.80,-2.29,2.58,1.48,1.18,-1.55,Yes,Yes,
US-2015-155369,4/19/2015,Sunday,April,2015,4/25/2015,6,Standard Class,PG-18820,Patrick Gardner,Consumer,Carrollton,Texas,Central,OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",19.57,2,0.80,-52.83,56.75,9.78,15.65,-2.70,Yes,No,
US-2015-155369,4/19/2015,Sunday,April,2015,4/25/2015,6,Standard Class,PG-18820,Patrick Gardner,Consumer,Carrollton,Texas,Central,OFF-BI-10003925,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,310.39,4,0.80,-512.15,574.23,77.60,248.31,-1.65,Yes,No,
CA-2015-149342,4/20/2015,Monday,April,2015,4/25/2015,5,Standard Class,TS-21160,Theresa Swint,Corporate,Columbus,Georgia,South,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,287.97,3,0.00,77.75,210.22,95.99,0.00,0.27,No,No,
CA-2015-149342,4/20/2015,Monday,April,2015,4/25/2015,5,Standard Class,TS-21160,Theresa Swint,Corporate,Columbus,Georgia,South,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",595.38,6,0.00,297.69,297.69,99.23,0.00,0.50,No,No,
CA-2015-149342,4/20/2015,Monday,April,2015,4/25/2015,5,Standard Class,TS-21160,Theresa Swint,Corporate,Columbus,Georgia,South,OFF-PA-10001166,Office Supplies,Paper,Xerox 2,12.96,2,0.00,6.22,6.74,6.48,0.00,0.48,No,No,
CA-2015-142433,4/20/2015,Monday,April,2015,4/25/2015,5,Standard Class,ES-14020,Erica Smith,Consumer,Houston,Texas,Central,OFF-PA-10002377,Office Supplies,Paper,Xerox 1916,117.46,3,0.20,44.05,49.92,39.15,23.49,0.38,Yes,No,
CA-2015-109169,4/20/2015,Monday,April,2015,4/24/2015,4,Standard Class,OT-18730,Olvera Toch,Consumer,Detroit,Michigan,Central,OFF-EN-10003296,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,180.96,2,0.00,81.43,99.53,90.48,0.00,0.45,No,Yes,
CA-2015-107678,4/21/2015,Tuesday,April,2015,4/28/2015,7,Standard Class,JK-16090,Juliana Krohn,Consumer,Louisville,Kentucky,South,FUR-CH-10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs,191.96,2,0.00,51.83,140.13,95.98,0.00,0.27,No,Yes,
CA-2015-107678,4/21/2015,Tuesday,April,2015,4/28/2015,7,Standard Class,JK-16090,Juliana Krohn,Consumer,Louisville,Kentucky,South,OFF-BI-10002215,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",21.30,3,0.00,9.80,11.50,7.10,0.00,0.46,No,Yes,
CA-2015-107678,4/21/2015,Tuesday,April,2015,4/28/2015,7,Standard Class,JK-16090,Juliana Krohn,Consumer,Louisville,Kentucky,South,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,469.95,5,0.00,131.59,338.36,93.99,0.00,0.28,No,Yes,
CA-2015-107678,4/21/2015,Tuesday,April,2015,4/28/2015,7,Standard Class,JK-16090,Juliana Krohn,Consumer,Louisville,Kentucky,South,FUR-FU-10003394,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",209.88,3,0.00,35.68,174.20,69.96,0.00,0.17,No,Yes,
CA-2015-151253,4/22/2015,Wednesday,April,2015,4/26/2015,4,Standard Class,AZ-10750,Annie Zypern,Consumer,Los Angeles,California,West,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",88.78,3,0.20,7.77,63.25,29.59,17.76,0.09,Yes,No,
CA-2015-151253,4/22/2015,Wednesday,April,2015,4/26/2015,4,Standard Class,AZ-10750,Annie Zypern,Consumer,Los Angeles,California,West,OFF-AR-10004691,Office Supplies,Art,Boston 1730 StandUp Electric Pencil Sharpener,64.14,3,0.00,16.68,47.46,21.38,0.00,0.26,No,No,
CA-2015-118227,4/24/2015,Friday,April,2015,4/28/2015,4,Standard Class,DB-13270,Deborah Brumfield,Home Office,New York City,New York,East,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",25.99,1,0.00,7.54,18.45,25.99,0.00,0.29,No,No,
CA-2015-143602,4/25/2015,Saturday,April,2015,4/28/2015,3,Second Class,JS-15595,Jill Stevenson,Corporate,Los Angeles,California,West,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,13.94,3,0.20,4.53,6.62,4.65,2.79,0.33,Yes,No,
CA-2015-112557,4/25/2015,Saturday,April,2015,4/28/2015,3,First Class,JL-15850,John Lucas,Consumer,New York City,New York,East,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",206.43,3,0.00,90.83,115.60,68.81,0.00,0.44,No,No,
CA-2015-153878,4/25/2015,Saturday,April,2015,4/30/2015,5,Standard Class,TS-21655,Trudy Schmidt,Consumer,Milwaukee,Wisconsin,Central,OFF-AR-10000658,Office Supplies,Art,Newell 324,57.75,5,0.00,16.17,41.58,11.55,0.00,0.28,No,No,
CA-2015-153878,4/25/2015,Saturday,April,2015,4/30/2015,5,Standard Class,TS-21655,Trudy Schmidt,Consumer,Milwaukee,Wisconsin,Central,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,272.40,5,0.00,76.27,196.13,54.48,0.00,0.28,No,No,
CA-2015-130365,4/25/2015,Saturday,April,2015,4/29/2015,4,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,Aurora,Illinois,Central,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",221.02,2,0.20,-55.26,232.08,110.51,44.20,-0.25,Yes,No,
CA-2015-130365,4/25/2015,Saturday,April,2015,4/29/2015,4,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,Aurora,Illinois,Central,FUR-CH-10003535,Furniture,Chairs,"Global Armless Task Chair, Royal Blue",128.06,3,0.30,-23.78,113.42,42.69,38.42,-0.19,Yes,No,
CA-2015-115420,4/25/2015,Saturday,April,2015,5/2/2015,7,Standard Class,LS-16945,Linda Southworth,Corporate,Los Angeles,California,West,OFF-EN-10003862,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,21.34,2,0.00,9.82,11.52,10.67,0.00,0.46,No,Yes,
US-2015-134026,4/26/2015,Sunday,April,2015,5/2/2015,6,Standard Class,JE-15745,Joel Eaton,Consumer,Memphis,Tennessee,South,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,831.94,8,0.20,-114.39,779.94,103.99,166.39,-0.14,Yes,No,
US-2015-134026,4/26/2015,Sunday,April,2015,5/2/2015,6,Standard Class,JE-15745,Joel Eaton,Consumer,Memphis,Tennessee,South,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",97.04,2,0.20,1.21,76.42,48.52,19.41,0.01,Yes,No,
US-2015-134026,4/26/2015,Sunday,April,2015,5/2/2015,6,Standard Class,JE-15745,Joel Eaton,Consumer,Memphis,Tennessee,South,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,72.78,1,0.20,-18.20,76.42,72.78,14.56,-0.25,Yes,No,
US-2015-114839,4/26/2015,Sunday,April,2015,4/30/2015,4,Standard Class,PW-19240,Pierre Wener,Consumer,Houston,Texas,Central,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,408.42,2,0.30,-5.83,291.73,204.21,122.53,-0.01,Yes,No,
CA-2015-137302,4/26/2015,Sunday,April,2015,5/1/2015,5,Standard Class,BW-11110,Bart Watters,Corporate,San Diego,California,West,FUR-CH-10002017,Furniture,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,63.94,3,0.20,6.39,44.76,21.31,12.79,0.10,Yes,No,
CA-2015-137302,4/26/2015,Sunday,April,2015,5/1/2015,5,Standard Class,BW-11110,Bart Watters,Corporate,San Diego,California,West,OFF-AR-10000588,Office Supplies,Art,Newell 345,59.52,3,0.00,15.48,44.04,19.84,0.00,0.26,No,No,
CA-2015-137302,4/26/2015,Sunday,April,2015,5/1/2015,5,Standard Class,BW-11110,Bart Watters,Corporate,San Diego,California,West,TEC-PH-10003174,Technology,Phones,RCA ViSYS 25825 Wireless digital phone,311.98,3,0.20,39.00,210.58,103.99,62.40,0.13,Yes,No,
CA-2015-137302,4/26/2015,Sunday,April,2015,5/1/2015,5,Standard Class,BW-11110,Bart Watters,Corporate,San Diego,California,West,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,50.35,3,0.20,17.62,22.66,16.78,10.07,0.35,Yes,No,
CA-2015-122266,4/26/2015,Sunday,April,2015,4/30/2015,4,Standard Class,SA-20830,Sue Ann Reed,Consumer,Daytona Beach,Florida,South,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,191.52,1,0.45,-76.61,181.94,191.52,86.18,-0.40,Yes,No,
CA-2015-122266,4/26/2015,Sunday,April,2015,4/30/2015,4,Standard Class,SA-20830,Sue Ann Reed,Consumer,Daytona Beach,Florida,South,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,2.62,1,0.20,0.43,1.67,2.62,0.52,0.16,Yes,No,
CA-2015-124450,4/27/2015,Monday,April,2015,5/3/2015,6,Standard Class,GT-14710,Greg Tran,Consumer,Washington,District of Columbia,East,OFF-AR-10001166,Office Supplies,Art,Staples in misc. colors,22.74,3,0.00,8.87,13.87,7.58,0.00,0.39,No,No,
CA-2015-124450,4/27/2015,Monday,April,2015,5/3/2015,6,Standard Class,GT-14710,Greg Tran,Consumer,Washington,District of Columbia,East,FUR-CH-10000309,Furniture,Chairs,Global Comet Stacking Arm Chair,1267.53,3,0.00,316.88,950.65,422.51,0.00,0.25,No,No,
CA-2015-124450,4/27/2015,Monday,April,2015,5/3/2015,6,Standard Class,GT-14710,Greg Tran,Consumer,Washington,District of Columbia,East,TEC-MA-10004212,Technology,Machines,Cisco SPA525G2 5-Line IP Phone,1379.92,8,0.00,648.56,731.36,172.49,0.00,0.47,No,No,
CA-2015-151841,4/27/2015,Monday,April,2015,5/2/2015,5,Standard Class,TC-21475,Tony Chapman,Home Office,Aurora,Colorado,West,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,43.56,5,0.20,3.27,31.58,8.71,8.71,0.08,Yes,No,
CA-2015-151841,4/27/2015,Monday,April,2015,5/2/2015,5,Standard Class,TC-21475,Tony Chapman,Home Office,Aurora,Colorado,West,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,5.84,2,0.20,0.73,3.94,2.92,1.17,0.13,Yes,No,
CA-2015-130792,4/28/2015,Tuesday,April,2015,5/5/2015,7,Standard Class,RA-19915,Russell Applegate,Consumer,Houston,Texas,Central,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,8.65,3,0.80,-20.33,22.06,2.88,6.92,-2.35,Yes,No,
CA-2015-130792,4/28/2015,Tuesday,April,2015,5/5/2015,7,Standard Class,RA-19915,Russell Applegate,Consumer,Houston,Texas,Central,OFF-ST-10003327,Office Supplies,Storage,Akro-Mils 12-Gallon Tote,23.83,3,0.20,2.68,16.38,7.94,4.77,0.11,Yes,No,
CA-2015-130792,4/28/2015,Tuesday,April,2015,5/5/2015,7,Standard Class,RA-19915,Russell Applegate,Consumer,Houston,Texas,Central,OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",12.18,4,0.80,-18.87,21.31,3.04,9.74,-1.55,Yes,No,
CA-2015-120782,4/28/2015,Tuesday,April,2015,5/1/2015,3,First Class,SD-20485,Shirley Daniels,Home Office,Midland,Michigan,Central,OFF-AP-10003779,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,186.73,1,0.10,41.50,126.56,186.73,18.67,0.22,Yes,No,
CA-2015-120782,4/28/2015,Tuesday,April,2015,5/1/2015,3,First Class,SD-20485,Shirley Daniels,Home Office,Midland,Michigan,Central,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,3812.97,3,0.00,1906.49,1906.49,1270.99,0.00,0.50,No,No,
CA-2015-157434,4/29/2015,Wednesday,April,2015,5/4/2015,5,Second Class,JK-15640,Jim Kriz,Home Office,Philadelphia,Pennsylvania,East,OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,7.97,2,0.20,2.89,3.49,3.98,1.59,0.36,Yes,No,
US-2015-164175,4/30/2015,Thursday,April,2015,5/5/2015,5,Standard Class,PS-18970,Paul Stevenson,Home Office,Chicago,Illinois,Central,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",213.12,5,0.30,-15.22,164.40,42.62,63.93,-0.07,Yes,No,
CA-2015-135174,4/30/2015,Thursday,April,2015,5/2/2015,2,Second Class,BP-11230,Benjamin Patterson,Consumer,Troy,Ohio,East,TEC-PH-10001530,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,1022.97,5,0.40,-255.74,869.52,204.59,409.19,-0.25,Yes,No,
CA-2015-103716,4/30/2015,Thursday,April,2015,5/6/2015,6,Standard Class,KB-16585,Ken Black,Corporate,San Francisco,California,West,OFF-AR-10000658,Office Supplies,Art,Newell 324,34.65,3,0.00,9.70,24.95,11.55,0.00,0.28,No,No,
CA-2015-103716,4/30/2015,Thursday,April,2015,5/6/2015,6,Standard Class,KB-16585,Ken Black,Corporate,San Francisco,California,West,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,19.80,5,0.20,1.73,14.11,3.96,3.96,0.09,Yes,No,
US-2015-115238,4/30/2015,Thursday,April,2015,5/4/2015,4,Standard Class,JW-15220,Jane Waco,Corporate,Lawrence,Massachusetts,East,FUR-FU-10002960,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",31.40,5,0.00,13.19,18.21,6.28,0.00,0.42,No,Yes,
US-2015-115238,4/30/2015,Thursday,April,2015,5/4/2015,4,Standard Class,JW-15220,Jane Waco,Corporate,Lawrence,Massachusetts,East,FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",9.48,1,0.00,3.79,5.69,9.48,0.00,0.40,No,Yes,
US-2015-115238,4/30/2015,Thursday,April,2015,5/4/2015,4,Standard Class,JW-15220,Jane Waco,Corporate,Lawrence,Massachusetts,East,TEC-PH-10001300,Technology,Phones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",209.50,10,0.00,58.66,150.84,20.95,0.00,0.28,No,Yes,
US-2015-115238,4/30/2015,Thursday,April,2015,5/4/2015,4,Standard Class,JW-15220,Jane Waco,Corporate,Lawrence,Massachusetts,East,FUR-FU-10001025,Furniture,Furnishings,"Eldon Imàge Series Desk Accessories, Clear",24.30,5,0.00,10.45,13.85,4.86,0.00,0.43,No,Yes,
US-2015-115238,4/30/2015,Thursday,April,2015,5/4/2015,4,Standard Class,JW-15220,Jane Waco,Corporate,Lawrence,Massachusetts,East,OFF-PA-10002689,Office Supplies,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),6.48,1,0.00,3.11,3.37,6.48,0.00,0.48,No,Yes,
CA-2015-145821,5/1/2015,Friday,May,2015,5/7/2015,6,Standard Class,JB-15400,Jennifer Braxton,Corporate,Los Angeles,California,West,TEC-PH-10004348,Technology,Phones,OtterBox Defender Series Case - iPhone 5c,88.75,3,0.20,11.09,59.91,29.58,17.75,0.13,Yes,No,
CA-2015-161998,5/1/2015,Friday,May,2015,5/5/2015,4,Standard Class,DB-13120,David Bremer,Corporate,Tampa,Florida,South,FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,63.55,3,0.20,14.30,36.54,21.18,12.71,0.23,Yes,Yes,
CA-2015-161998,5/1/2015,Friday,May,2015,5/5/2015,4,Standard Class,DB-13120,David Bremer,Corporate,Tampa,Florida,South,OFF-SU-10004261,Office Supplies,Supplies,"Fiskars 8"" Scissors, 2/Pack",41.38,3,0.20,4.65,28.45,13.79,8.28,0.11,Yes,Yes,
CA-2015-161998,5/1/2015,Friday,May,2015,5/5/2015,4,Standard Class,DB-13120,David Bremer,Corporate,Tampa,Florida,South,OFF-AR-10004022,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,172.70,6,0.20,10.79,127.37,28.78,34.54,0.06,Yes,Yes,
CA-2015-104486,5/1/2015,Friday,May,2015,5/6/2015,5,Standard Class,PO-18850,Patrick O'Brill,Consumer,San Francisco,California,West,OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",12.18,1,0.20,4.41,5.33,12.18,2.44,0.36,Yes,No,
CA-2015-104486,5/1/2015,Friday,May,2015,5/6/2015,5,Standard Class,PO-18850,Patrick O'Brill,Consumer,San Francisco,California,West,OFF-ST-10000876,Office Supplies,Storage,Eldon Simplefile Box Office,37.32,3,0.00,10.45,26.87,12.44,0.00,0.28,No,No,
CA-2015-104486,5/1/2015,Friday,May,2015,5/6/2015,5,Standard Class,PO-18850,Patrick O'Brill,Consumer,San Francisco,California,West,OFF-SU-10002573,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",35.06,2,0.00,10.52,24.54,17.53,0.00,0.30,No,No,
CA-2015-116687,5/2/2015,Saturday,May,2015,5/7/2015,5,Standard Class,NC-18625,Noah Childs,Corporate,Houston,Texas,Central,OFF-LA-10000443,Office Supplies,Labels,Avery 501,8.86,3,0.20,2.99,4.10,2.95,1.77,0.34,Yes,No,
CA-2015-116687,5/2/2015,Saturday,May,2015,5/7/2015,5,Standard Class,NC-18625,Noah Childs,Corporate,Houston,Texas,Central,TEC-PH-10001750,Technology,Phones,Samsung Rugby III,158.38,3,0.20,13.86,112.84,52.79,31.68,0.09,Yes,No,
CA-2015-107937,5/3/2015,Sunday,May,2015,5/8/2015,5,Standard Class,JB-16045,Julia Barnett,Home Office,Chula Vista,California,West,FUR-FU-10002298,Furniture,Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",665.88,6,0.00,106.54,559.34,110.98,0.00,0.16,No,Yes,
CA-2015-112130,5/3/2015,Sunday,May,2015,5/7/2015,4,Standard Class,SV-20785,Stewart Visinsky,Consumer,Philadelphia,Pennsylvania,East,OFF-AR-10001468,Office Supplies,Art,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",59.90,2,0.20,14.23,33.70,29.95,11.98,0.24,Yes,No,
CA-2015-112130,5/3/2015,Sunday,May,2015,5/7/2015,4,Standard Class,SV-20785,Stewart Visinsky,Consumer,Philadelphia,Pennsylvania,East,OFF-AP-10003266,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",23.70,2,0.20,6.52,12.44,11.85,4.74,0.28,Yes,No,
CA-2015-112130,5/3/2015,Sunday,May,2015,5/7/2015,4,Standard Class,SV-20785,Stewart Visinsky,Consumer,Philadelphia,Pennsylvania,East,OFF-PA-10002230,Office Supplies,Paper,Xerox 1897,7.97,2,0.20,2.89,3.49,3.98,1.59,0.36,Yes,No,
CA-2015-112130,5/3/2015,Sunday,May,2015,5/7/2015,4,Standard Class,SV-20785,Stewart Visinsky,Consumer,Philadelphia,Pennsylvania,East,OFF-AP-10003622,Office Supplies,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",18.20,7,0.20,2.05,12.51,2.60,3.64,0.11,Yes,No,
CA-2015-112130,5/3/2015,Sunday,May,2015,5/7/2015,4,Standard Class,SV-20785,Stewart Visinsky,Consumer,Philadelphia,Pennsylvania,East,TEC-AC-10001542,Technology,Accessories,SanDisk Cruzer 16 GB USB Flash Drive,27.55,3,0.20,-0.34,22.39,9.18,5.51,-0.01,Yes,No,
CA-2015-112130,5/3/2015,Sunday,May,2015,5/7/2015,4,Standard Class,SV-20785,Stewart Visinsky,Consumer,Philadelphia,Pennsylvania,East,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",844.12,6,0.30,-36.18,627.06,140.69,253.23,-0.04,Yes,No,
CA-2015-112130,5/3/2015,Sunday,May,2015,5/7/2015,4,Standard Class,SV-20785,Stewart Visinsky,Consumer,Philadelphia,Pennsylvania,East,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,76.75,3,0.20,-9.59,71.00,25.58,15.35,-0.13,Yes,No,
CA-2015-150770,5/3/2015,Sunday,May,2015,5/6/2015,3,First Class,LC-16870,Lena Cacioppo,Consumer,San Francisco,California,West,OFF-AR-10001246,Office Supplies,Art,Newell 317,8.82,3,0.00,2.56,6.26,2.94,0.00,0.29,No,Yes,
CA-2015-150770,5/3/2015,Sunday,May,2015,5/6/2015,3,First Class,LC-16870,Lena Cacioppo,Consumer,San Francisco,California,West,OFF-BI-10002026,Office Supplies,Binders,Ibico Recycled Linen-Style Covers,62.50,2,0.20,21.87,28.12,31.25,12.50,0.35,Yes,Yes,
CA-2015-150770,5/3/2015,Sunday,May,2015,5/6/2015,3,First Class,LC-16870,Lena Cacioppo,Consumer,San Francisco,California,West,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard,339.96,4,0.00,122.39,217.57,84.99,0.00,0.36,No,Yes,
CA-2015-150770,5/3/2015,Sunday,May,2015,5/6/2015,3,First Class,LC-16870,Lena Cacioppo,Consumer,San Francisco,California,West,OFF-BI-10001575,Office Supplies,Binders,GBC Linen Binding Covers,49.57,2,0.20,17.35,22.31,24.78,9.91,0.35,Yes,Yes,
CA-2015-160864,5/3/2015,Sunday,May,2015,5/6/2015,3,First Class,NF-18595,Nicole Fjeld,Home Office,San Jose,California,West,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,13.85,3,0.20,5.19,5.89,4.62,2.77,0.38,Yes,No,
CA-2015-144253,5/4/2015,Monday,May,2015,5/9/2015,5,Second Class,AS-10225,Alan Schoenberger,Corporate,New York City,New York,East,FUR-FU-10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,26.80,2,0.00,12.86,13.94,13.40,0.00,0.48,No,No,
CA-2015-129700,5/4/2015,Monday,May,2015,5/5/2015,1,First Class,LA-16780,Laura Armstrong,Corporate,Tinley Park,Illinois,Central,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,22.29,7,0.60,-8.92,17.83,3.18,13.37,-0.40,Yes,No,
CA-2015-110548,5/4/2015,Monday,May,2015,5/8/2015,4,Standard Class,AH-10690,Anna Häberlin,Corporate,Houston,Texas,Central,TEC-PH-10002922,Technology,Phones,ShoreTel ShorePhone IP 230 VoIP phone,946.34,7,0.20,118.29,638.78,135.19,189.27,0.13,Yes,No,
